# -------------------------- o --------------------------
# File ID: fine_injected_subband.h5 
# -------------------------- o --------------------------
# Source:ProxCen_S
# MJD: 57791.844780092593	RA: 14h29m43s	DEC: -61d19m14s
# DELTAT:  18.253611	DELTAF(Hz):   2.793968	max_drift_rate:   5.000000	obs_length: 365.072220
# --------------------------
# Top_Hit_# 	Drift_Rate 	SNR 	Uncorrected_Frequency 	Corrected_Frequency 	Index 	freq_start 	freq_end 	SEFD 	SEFD_freq 	Coarse_Channel_Number 	Full_number_of_hits 	
# --------------------------
000042	 -2.918088	  5.154003	   3033.999938	   3033.999938	96	   3033.999670	   3034.000025	0.0	      0.000000	42	1	
000043	 -1.634327	  5.801023	   3034.000181	   3034.000181	55	   3034.000028	   3034.000382	0.0	      0.000000	43	21	
000044	  3.090902	  6.477302	   3034.000592	   3034.000592	74	   3034.000385	   3034.000740	0.0	      0.000000	44	27	
000045	  1.501013	  7.020103	   3034.000860	   3034.000860	42	   3034.000743	   3034.001098	0.0	      0.000000	45	147	
000046	  2.987214	  7.721980	   3034.001106	   3034.001106	2	   3034.001101	   3034.001455	0.0	      0.000000	46	73	
000047	  4.567227	  6.126257	   3034.001629	   3034.001629	61	   3034.001458	   3034.001813	0.0	      0.000000	47	14	
000048	  4.369726	  6.241026	   3034.001944	   3034.001944	46	   3034.001816	   3034.002171	0.0	      0.000000	48	19	
000049	 -2.004642	  5.294858	   3034.002503	   3034.002503	118	   3034.002173	   3034.002528	0.0	      0.000000	49	5	
000050	  4.670916	  6.775239	   3034.002545	   3034.002545	5	   3034.002531	   3034.002886	0.0	      0.000000	50	62	
000051	  2.261395	  5.764251	   3034.002922	   3034.002922	12	   3034.002889	   3034.003244	0.0	      0.000000	51	8	
000052	  4.730166	  6.616916	   3034.003330	   3034.003330	30	   3034.003246	   3034.003601	0.0	      0.000000	52	17	
000053	  2.947713	  5.514834	   3034.003844	   3034.003844	86	   3034.003604	   3034.003959	0.0	      0.000000	53	3	
000054	  1.639264	  6.693774	   3034.004045	   3034.004045	30	   3034.003962	   3034.004316	0.0	      0.000000	54	95	
000055	  3.861159	  6.032857	   3034.004543	   3034.004543	80	   3034.004319	   3034.004674	0.0	      0.000000	55	11	
000056	 -1.540513	  5.834770	   3034.004842	   3034.004842	59	   3034.004677	   3034.005032	0.0	      0.000000	56	19	
000057	  4.157411	  5.374069	   3034.005241	   3034.005241	74	   3034.005034	   3034.005389	0.0	      0.000000	57	9	
000058	  3.737720	  5.921831	   3034.005635	   3034.005635	87	   3034.005392	   3034.005747	0.0	      0.000000	58	11	
000059	 -3.979660	  6.139240	   3034.006004	   3034.006004	91	   3034.005750	   3034.006105	0.0	      0.000000	59	57	
000060	  2.197207	  6.919766	   3034.006267	   3034.006267	57	   3034.006107	   3034.006462	0.0	      0.000000	60	69	
000061	 -4.626478	  5.607738	   3034.006697	   3034.006697	83	   3034.006465	   3034.006820	0.0	      0.000000	61	7	
000062	 -1.979955	  6.948753	   3034.006990	   3034.006990	60	   3034.006823	   3034.007177	0.0	      0.000000	62	62	
000063	  1.328199	  6.701481	   3034.007376	   3034.007376	70	   3034.007180	   3034.007535	0.0	      0.000000	63	24	
